Year_and_Month,Num_Sold,Average_Transaction,Product,Categoryid
"2023 08",6,76.860000,"RODE NT-USB Mini Microphone",120
"2023 08",6,379.400000,"Casio fx-CG50",120
"2023 08",5,24.280000,"LTCA Year Up Umbrella (Compact)",130
"2023 08",5,25.450000,"Big Little Lies",125
"2023 08",5,50.960000,"Crayola Crayons (Set of 64)",115
"2023 08",5,66.000000,"Conte Crayons (Set of 12)",115
"2023 08",5,12.150000,"LTCA Year Up Mouse Pad (Black)",130
"2023 08",5,13.130000,"Heavy-Duty Hole Punch (3 Hole)",110
"2023 08",5,155.600000,"Music Theory Essentials",100
"2023 08",5,12.000000,"LTCA Year Up Phone Case (Samsung Galaxy)",130
"2023 08",5,52.400000,"LTCA Year Up Performance Dri-Fit T-Shirt (Blue)",130
"2023 08",5,57.700000,"LTCA Year Up Lightweight Windbreaker (Blue)",130
"2023 08",5,47.610000,"LTCA Year Up Power Bank (10,000mAh)",130
"2023 08",5,9.950000,"Pentel EnerGel Deluxe Retractable Pens (Blue)",110
"2023 08",5,134.560000,"Advanced Calculus",100
"2023 08",5,187.250000,"Data Structures and Algorithms",100
"2023 08",5,15.350000,"Stainless Steel Clay Modeling Tools (Set of 11)",115
"2023 08",5,157.280000,"Introduction to Topology",100
"2023 08",5,20.360000,"Dry Erase Wall Calendar (Monthly Layout)",110
"2023 08",5,20.360000,"Daisy Jones & The Six",125
"2023 08",5,4.240000,"Elmers Washable School Glue (4 oz)",110
"2023 08",5,34.430000,"UGREEN Nexode 140W USB-C Charger",120
"2023 08",5,253.400000,"Cloud Computing Basics",100
"2023 08",5,24.280000,"LTCA Year Up Umbrella (Golf Style)",130
"2023 08",5,12.150000,"Fiskars 12-Inch Paper Trimmer",115
"2023 08",5,622.320000,"Samsung Galaxy Tab A8",120
"2023 08",5,698.800000,"Teclast T40 Pro",120
"2023 08",5,164.200000,"American Literature: A Survey",100
"2023 08",5,20.360000,"The Power of Habit",125
"2023 08",5,122.210000,"Pharmacology: A Comprehensive Guide",100
"2023 08",5,9.950000,"Westcott Titanium Bonded Scissors (8-inch)",110
"2023 08",5,28.690000,"Apple MagSafe Charger",120
"2023 08",5,1317.700000,"Dell XPS 13",120
"2023 08",5,20.320000,"The Night Circus",125
"2023 08",5,53.440000,"AP Calculus AB & BC Prep",125
"2023 08",5,10.100000,"Holbein Artist Gouache Set (24 Colors)",115
"2023 08",5,6.850000,"Bostitch Heavy-Duty Stapler (100 Sheet Capacity)",110
"2023 08",5,141.990000,"Sony WF-1000XM4",120
"2023 08",5,225.450000,"Encyclopedia Britannica Concise Edition",125
"2023 08",5,40.550000,"LTCA Year Up Cutting Board (Bamboo)",130
"2023 08",5,312.700000,"Java Development Kit (JDK)",120
"2023 08",5,171.980000,"Introduction to Film Studies",100
"2023 08",5,33.100000,"LTCA Year Up Classic Cotton T-Shirt (Black)",130
"2023 08",5,47.610000,"Melissa & Doug Easel Paper Rolls (2-Pack)",115
"2023 08",5,20.360000,"Oxford Twin-Pocket Folders (Assorted Colors, Pack of 10)",110
"2023 08",5,9.450000,"Scotch Magic Tape (3-Pack with Dispenser)",110
"2023 08",5,2.400000,"Prismacolor Premier Colored Pencils (Set of 48)",110
"2023 08",5,28.920000,"LTCA Year Up Beanie Hat (Gray)",130
"2023 08",5,226.790000,"Social Policy and Public Welfare",100
"2023 08",5,20.360000,"Ruler (12-inch, Stainless Steel)",110
"2023 08",5,20.360000,"Bristol Smooth Paper Pad (9x12 inches)",115
"2023 08",5,303.520000,"Python Programming Language Installer",120
"2023 08",5,126.180000,"Logitech G PRO X Wireless",120
"2023 08",5,18.000000,"LTCA Year Up Sticky Notes Set",130
"2023 08",5,40.550000,"LTCA Year Up Coasters (Set of 4, Cork)",130
"2023 08",5,6.020000,"Rubber Bands (Assorted Sizes, Pack of 100)",110
"2023 08",5,241.400000,"Gender Studies: Key Texts",100
"2023 08",5,12.400000,"Laminate File Jackets (Assorted Colors, Pack of 12)",110
"2023 08",5,20.360000,"The Lord of the Rings",125
"2023 08",5,15.240000,"In Defense of Food",125
"2023 08",5,801.880000,"Apple iPad Pro (12.9-inch, M2)",120
"2023 08",5,20.360000,"Arches Watercolor Paper (Hot Pressed, 10x14 inches)",115
"2023 08",5,8.000000,"Winsor & Newton Masking Fluid (75ml)",115
"2023 08",5,52.960000,"LTCA Year Up Water Bottle (Plastic BPA-Free)",130
"2023 08",5,10.160000,"Artist Paintbrush Set (Pack of 10)",110
"2023 08",5,215.770000,"Probability and Statistics",100
"2023 08",5,16.600000,"LTCA Year Up Spiral Notebook (Blue)",130
"2023 08",5,76.400000,"IELTS Academic Study Guide",125
"2023 08",5,77.360000,"Sony ECM-W2BT Wireless Microphone",120
"2023 08",5,6.020000,"Tesa Masking Tape (2-inch Roll)",110
"2023 08",5,112.000000,"Hand Lettering Practice Workbook",115
"2023 08",5,111.900000,"Introduction to Mechanical Engineering",100
"2023 08",5,2.400000,"Paper Clips (Silver, Pack of 100)",110
"2023 08",5,10.100000,"Canson XL Mixed Media Sketchbook (9x12 inches)",110
"2023 08",5,1301.880000,"HP Pavilion 14",120
"2023 08",5,72.500000,"CalDigit TS4 Thunderbolt 4 Dock",120
"2023 08",5,39.750000,"Mod Podge Matte Finish (8 oz)",115
"2023 08",4,1061.140000,"Acer Aspire 5",120
"2023 08",4,12.880000,"Page Magnifier Sheet",110
"2023 08",4,33.100000,"LTCA Year Up Canvas Tote Bag",130
"2023 08",4,20.360000,"The Secret",125
"2023 08",4,8.000000,"Clay Roller and Cutter Set",115
"2023 08",4,232.400000,"Sports Management",100
"2023 08",4,178.800000,"Shakespeare’s Works",100
"2023 08",4,26.520000,"A Brief History of Time",125
"2023 08",4,12.300000,"LTCA Year Up Poster (Motivational Quote)",130
"2023 08",4,188.120000,"The Art of Writing",100
"2023 08",4,44.000000,"LTCA Year Up Classic Cotton T-Shirt (White)",130
"2023 08",4,24.280000,"The Road",125
"2023 08",4,43.300000,"Golden Heavy Body Acrylic Paints (Set of 6)",115
"2023 08",4,68.880000,"Logitech MX Master 3S Mouse",120
"2023 08",4,171.900000,"Creative Writing Workshop",100
"2023 08",4,26.400000,"Glass Paint Mixing Palette (12x16 inches)",115
"2023 08",4,28.920000,Blink,125
"2023 08",4,39.720000,"Liquitex Basics Acrylic Paint Set (48 Tubes)",115
"2023 08",4,25.000000,"LTCA Year Up Graduation Sash",130
"2023 08",4,116.200000,"Spanish for Beginners",100
"2023 08",4,20.360000,"The Blue Zones",125
"2023 08",4,57.700000,"LTCA Year Up Quarter-Zip Sweatshirt (Black)",130
"2023 08",4,14.320000,"HP Premium32 Printer Paper (32 lb, 500 Sheets)",110
"2023 08",4,155.000000,"Operations Management",100
"2023 08",4,24.000000,"LTCA Year Up Certificate Frame",130
"2023 08",4,52.960000,"Gamblin 1980 Oil Color Set (8 Tubes)",115
"2023 08",4,296.600000,"Intuit QuickBooks Student Edition",120
"2023 08",4,8.450000,"Pilot Precise V5 RT Rollerball Pens (Black)",110
"2023 08",4,76.520000,"CPA Exam Review",125
"2023 08",4,9.090000,"LTCA Year Up Coffee Tumbler (Stainless Steel)",130
"2023 08",4,63.700000,"Fabriano Watercolor Paper (12-Sheet Block, Cold Pressed)",115
"2023 08",4,17.700000,"The Immortal Life of Henrietta Lacks",125
"2023 08",4,132.300000,"Signal Processing",100
"2023 08",4,17.700000,"How to Win Friends and Influence People",125
"2023 08",4,19.480000,"LTCA Year Up Desk Organizer (Black)",130
"2023 08",4,108.330000,"Samsung Galaxy Buds 2 Pro",120
"2023 08",4,752.820000,"ASUS Vivobook 13 Slate OLED",120
"2023 08",4,24.200000,"Brave New World",125
"2023 08",4,232.400000,"Anatomy and Physiology",100
"2023 08",4,12.300000,"LTCA Year Up Picture Frame (Wooden, 8x10)",130
"2023 08",4,14.600000,"Art Supply Caddy (Rolling Cart)",115
"2023 08",4,188.200000,"Fluid Mechanics",100
"2023 08",4,26.400000,"A Song of Ice and Fire: A Game of Thrones",125
"2023 08",4,20.360000,"On Writing",125
"2023 08",4,76.530000,"Blue Yeti Nano USB Microphone",120
"2023 08",4,28.360000,"The Alchemist",125
"2023 08",4,165.500000,"Principles of Accounting",100
"2023 08",4,12.300000,"Elmers Glue-All (16 oz)",115
"2023 08",4,48.960000,"Arteza Acrylic Paint Set (60 Colors)",115
"2023 08",4,961.140000,"Asus ZenBook 14",120
"2023 08",4,30.160000,"RAVPower 60W 6-Port USB Charger",120
"2023 08",4,214.320000,"Linear Algebra Essentials",100
"2023 08",4,132.300000,"Robotics: Concepts and Control",100
"2023 08",4,40.550000,"Double-Sided Adhesive Tape (Roll)",115
"2023 08",3,15.240000,"MLA Handbook (9th Edition)",125
"2023 08",3,12.150000,"LTCA Year Up Mouse Pad (Blue)",130
"2023 08",3,32.640000,"LTCA Year Up Knit Hat with Pom (Navy and White)",130
"2023 08",3,20.360000,"The Writer’s Guide to Grammar",125
"2023 08",3,272.240000,"Tableau Desktop",120
"2023 08",3,24.280000,"The Handmaid’s Tale",125
"2023 08",3,8.000000,"LTCA Year Up Mechanical Pencil (Pack of 2)",130
"2023 08",3,24.200000,"The Subtle Art of Not Giving a Fck*",125
"2023 08",3,25.450000,"Rich Dad Poor Dad",125
"2023 08",3,50.960000,"LTCA Year Up Bomber Jacket (Black)",130
"2023 08",3,6.020000,"Sharpie Fine Point Permanent Markers (Black)",110
"2023 08",3,1717.700000,"Apple MacBook Pro (M2, 14-inch)",120
"2023 08",3,28.360000,"Guns, Germs, and Steel",125
"2023 08",3,57.120000,"LTCA Year Up Softshell Jacket (Black)",130
"2023 08",3,17.700000,"Sapiens: A Brief History of Humankind",125
"2023 08",3,25.450000,"The Intelligent Investor",125
"2023 08",3,241.400000,"International Relations Today",100
"2023 08",3,182.250000,"Introduction to Public Health",100
"2023 08",3,9.450000,"Scotch Double-Sided Tape (Pack of 2)",110
"2023 08",3,19.360000,Wild,125
"2023 08",3,13.130000,"The Glass Castle",125
"2023 08",3,101.960000,"Apple AirPods Pro 2nd Gen",120
"2023 08",3,837.280000,"Realme Pad",120
"2023 08",3,29.300000,"LTCA Year Up Insulated Thermos",130
"2023 08",3,157.280000,"Geometry: A Comprehensive Guide",100
"2023 08",3,209.240000,"Epidemiology: Basics and Applications",100
"2023 08",3,48.960000,"LTCA Year Up Insulated Lunch Bag",130
"2023 08",3,39.720000,"LTCA Year Up Laptop Sleeve (13-inch)",130
"2023 08",3,24.280000,"The Testaments",125
"2023 08",3,25.450000,"The Pocket Style Manual",125
"2023 08",3,26.520000,"A Storm of Swords",125
"2023 08",3,8.360000,"UHU Stic Glue Stick (Pack of 3)",110
"2023 08",3,24.200000,"Everything is Fcked*",125
"2023 08",3,27.520000,"Wuthering Heights",125
"2023 08",3,201.800000,"World History: Ancient to Modern",100
"2023 08",3,27.520000,"Jane Eyre",125
"2023 08",3,24.280000,"East of Eden",125
"2023 08",3,8.450000,"Fiskars Softgrip Craft Scissors (5-inch)",110
"2023 08",3,69.110000,"Razer DeathAdder V2 Mouse",120
"2023 08",3,76.520000,"GMAT Quantitative Practice Tests",125
"2023 08",3,25.450000,"Digital Minimalism",125
"2023 08",3,220.360000,"Gray’s Anatomy for Students",125
"2023 08",3,75.420000,"Samsung T7 Touch Portable SSD (2TB)",120
"2023 08",2,24.200000,"Royal & Langnickel Zen Brush Set (Acrylic, Set of 8)",115
"2023 08",2,7.850000,"Bic Cristal Ballpoint Pens (Blue, Pack of 10)",110
"2023 08",2,39.750000,"Aleenes Tacky Glue (4 oz)",115
"2023 08",2,17.700000,"Pride and Prejudice",125
"2023 08",2,20.360000,Circe,125
"2023 08",2,25.450000,"The Seven Husbands of Evelyn Hugo",125
"2023 08",2,12.700000,"APA Manual of Style (7th Edition)",125
"2023 08",2,17.700000,"Pendaflex Hanging File Folders (Assorted Colors, Pack of 25)",110
"2023 08",2,20.360000,"The 4-Hour Workweek",125
"2023 08",2,24.280000,"Daring Greatly",125
"2023 08",2,23.440000,"Into the Wild",125
"2023 08",2,58.920000,"LSAT Trainer",125
"2023 08",2,20.360000,"The Bluebook: A Uniform System of Citation",125
"2023 08",2,20.360000,"The Four Agreements",125
"2023 08",2,9.450000,"Pilot G2 Retractable Gel Pens (Black)",110
"2023 08",2,49.360000,"AP Biology Prep",125
"2023 08",2,20.360000,"Deep Work",125
"2023 08",2,119.810000,"HyperX Cloud II Wireless",120
"2023 08",2,17.700000,"Atomic Habits",125
"2023 08",2,20.360000,"The Song of Achilles",125
"2023 08",2,36.150000,"LTCA Year Up Gym Duffel Bag (Navy Blue)",130
"2023 08",2,40.360000,"Atlas of World Geography",125
"2023 08",2,206.160000,"Introduction to Philosophy",100
"2023 08",2,52.400000,"Prismacolor Premier Colored Pencils (Set of 72)",115
"2023 08",2,58.920000,"Kaplan GRE Prep 2024",125
"2023 08",2,26.520000,"Little Women",125
"2023 08",2,1257.120000,"Microsoft Surface Laptop 5",120
"2023 08",2,40.360000,"The Penguin Dictionary of Literary Terms",125
"2023 08",2,42.120000,"MCAT Official Prep Guide",125
"2023 08",2,24.200000,"Animal Farm",125
"2023 08",2,43.130000,"Cracking the GMAT",125
"2023 08",2,26.520000,"A Clash of Kings",125
"2023 08",2,24.280000,Meditations,125
"2023 08",2,265.070000,"SPSS Statistics for Students",120
"2023 08",2,603.500000,"Apple iPad Mini",120
"2023 08",2,12.700000,"The Kite Runner",125
"2023 08",2,25.450000,"Spark Joy",125
"2023 08",2,281.430000,"Final Draft 12",120
"2023 08",2,57.700000,"LTCA Year Up Lightweight Windbreaker (Gray)",130
"2023 08",2,59.580000,"Derwent Inktense Pencils (Set of 36)",115
"2023 08",2,23.440000,"CliffsNotes Algebra I",125
"2023 08",1,24.200000,"CrashCourse in U.S. History",125
"2023 08",1,50.360000,"Princeton Review ACT Prep",125
"2023 08",1,24.280000,"Can’t Hurt Me",125
"2023 08",1,23.440000,"Quiet: The Power of Introverts",125
"2023 08",1,20.320000,"The Chicago Manual of Style",125
"2023 08",1,17.700000,"Homo Deus: A Brief History of Tomorrow",125
"2023 08",1,29.300000,"Life of Pi",125
"2023 08",1,65.500000,"Staedtler Mars Lumograph Graphite Pencils (Set of 12)",115
"2023 08",1,237.280000,"Microsoft Office 365",120
"2023 08",1,771.360000,"Lenovo Yoga Smart Tab",120
"2023 08",1,13.130000,"X-Acto Precision Knife with Blade Refills",110
"2023 08",1,24.200000,"CliffsNotes Chemistry Quick Review",125
"2023 08",1,201.800000,"Theater Arts: A Practical Guide",100
"2023 08",1,15.240000,"A Thousand Splendid Suns",125
"2023 08",1,116.200000,"Abstract Algebra",100
"2023 08",1,74.280000,"SAT Math Level 2 Study Guide",125
"2023 09",13,20.360000,"Cork Bulletin Board with Push Pins",110
"2023 09",13,7.000000,"Crayola Washable Watercolors (Set of 16)",115
"2023 09",13,24.280000,"Of Mice and Men",125
"2023 09",13,24.000000,"LTCA Year Up Certificate Frame",130
"2023 09",12,20.360000,"LTCA Year Up Flat-Brim Hat (White)",130
"2023 09",12,19.933333,"Faber-Castell Polychromos Colored Pencils (Set of 24)",110
"2023 09",12,155.600000,"Music Theory Essentials",100
"2023 09",12,29.300000,"Wax Carving Tools (Set of 10)",115
"2023 09",12,134.560000,"Advanced Calculus",100
"2023 09",12,34.640000,"LTCA Year Up Drawstring Backpack (Black)",130
"2023 09",12,107.060000,"Bose QuietComfort 45",120
"2023 09",12,165.500000,"Principles of Accounting",100
"2023 09",12,28.690000,"Apple MagSafe Charger",120
"2023 09",11,237.280000,"Microsoft Office 365",120
"2023 09",11,40.550000,"LTCA Year Up Coasters (Set of 4, Cork)",130
"2023 09",11,7.850000,"Staples Standard Staples (5,000 Pack)",110
"2023 09",11,60.720000,"Japanese for Travelers",100
"2023 09",11,12.880000,"Astrobrights Colored Paper (Assorted Colors, Pack of 100)",110
"2023 09",11,171.980000,"Introduction to Film Studies",100
"2023 09",11,1294.300000,"Acer Chromebook Spin 713",120
"2023 09",11,1257.120000,"Lenovo ThinkPad X1 Carbon",120
"2023 09",11,48.960000,"Arteza Acrylic Paint Set (60 Colors)",115
"2023 09",11,226.790000,"Social Policy and Public Welfare",100
"2023 09",11,7.850000,"Bic Cristal Ballpoint Pens (Black, Pack of 10)",110
"2023 09",11,136.120000,"Bose SoundSport Free",120
"2023 09",11,132.300000,"Robotics: Concepts and Control",100
"2023 09",11,63.700000,"Fabriano Watercolor Paper (12-Sheet Block, Cold Pressed)",115
"2023 09",11,4.000000,"LTCA Year Up Car Decal (Window Cling)",130
"2023 09",11,112.000000,"LTCA Year Up Noise-Canceling Headphones",130
"2023 09",11,9.950000,"Uni-ball Vision Elite Rollerball Pens (Blue)",110
"2023 09",11,207.850000,"Sharp EL-W516T",120
"2023 09",11,6.520000,"Pentel EnerGel Deluxe Retractable Pens (Black)",110
"2023 09",11,29.300000,"Strunk and White’s Elements of Style",125
"2023 09",11,28.880000,"Dell 130W USB-C Charger",120
"2023 09",11,39.750000,"Mod Podge Matte Finish (8 oz)",115
"2023 09",11,113.430000,"Skullcandy Crusher Evo",120
"2023 09",10,28.920000,"The Tipping Point",125
"2023 09",10,76.530000,"Blue Yeti Nano USB Microphone",120
"2023 09",10,66.000000,"LTCA Year Up Full-Zip Hoodie (Black)",130
"2023 09",10,8.360000,"UHU Stic Glue Stick (Pack of 3)",110
"2023 09",10,1376.440000,"LG Gram 17",120
"2023 09",10,23.440000,"LTCA Year Up Lanyard (Navy Blue)",130
"2023 09",10,10.160000,"Artist Paintbrush Set (Pack of 10)",110
"2023 09",10,57.120000,"Sennelier Soft Pastels (Set of 24)",115
"2023 09",10,165.500000,"Strategic Management",100
"2023 09",10,20.360000,"Avery Index Dividers with Tabs (5-Tab, Multicolor)",110
"2023 09",10,17.700000,"To Kill a Mockingbird",125
"2023 09",10,903.900000,"Xiaomi Pad 5 Pro",120
"2023 09",10,187.250000,"Computer Programming: A Practical Introduction",100
"2023 09",10,6.020000,"Duck Brand Duct Tape (Black, 10 Yards)",110
"2023 09",10,28.920000,"LTCA Year Up Beanie Hat (Gray)",130
"2023 09",10,10.160000,"Pentel Hi-Polymer Block Erasers (Pack of 3)",110
"2023 09",10,379.400000,"Casio fx-CG50",120
"2023 09",10,116.200000,"Spanish for Beginners",100
"2023 09",10,12.120000,"Strathmore Bristol Paper Pad (11x17 inches)",110
"2023 09",10,12.150000,"Olfa Rotary Cutter (45mm)",115
"2023 09",10,7.850000,"Bic Cristal Ballpoint Pens (Blue, Pack of 10)",110
"2023 09",10,34.430000,"UGREEN Nexode 140W USB-C Charger",120
"2023 09",10,74.280000,"TOEFL Prep Book 2024",125
"2023 09",10,34.640000,"Daniel Smith Extra Fine Watercolors (6-Tube Set)",115
"2023 09",10,355.920000,"GitHub Pro",120
"2023 09",10,12.000000,"LTCA Year Up Phone Case (iPhone 14)",130
"2023 09",10,12.320000,"Gorilla Glue Super Glue Gel",110
"2023 09",10,212.320000,"Medical Terminology",100
"2023 09",10,20.360000,"LTCA Year Up Flat-Brim Hat (Black)",130
"2023 09",10,375.240000,"Texas Instruments TI-89 Titanium",120
"2023 09",10,24.330000,"LTCA Year Up Throw Pillow (Navy and Gold Logo)",130
"2023 09",9,48.000000,"LTCA Year Up Bluetooth Speaker (Portable)",130
"2023 09",9,17.700000,"The Great Gatsby",125
"2023 09",9,77.810000,"Philips Hue Play HDMI Sync Box",120
"2023 09",9,837.280000,"Realme Pad",120
"2023 09",9,6.000000,"LTCA Year Up Enamel Pin (Round Logo)",130
"2023 09",9,24.280000,"Man’s Search for Meaning",125
"2023 09",9,296.600000,"Visual Studio 2022",120
"2023 09",9,20.360000,"Where the Crawdads Sing",125
"2023 09",9,296.600000,"Intuit QuickBooks Student Edition",120
"2023 09",9,9.950000,"Command Poster Strips",110
"2023 09",9,116.200000,"Abstract Algebra",100
"2023 09",9,28.920000,"Harry Potter and the Sorcerer’s Stone",125
"2023 09",9,40.550000,"Double-Sided Adhesive Tape (Roll)",115
"2023 09",9,52.400000,"LTCA Year Up Performance Dri-Fit T-Shirt (Blue)",130
"2023 09",9,6.020000,"Rubber Bands (Assorted Sizes, Pack of 100)",110
"2023 09",9,17.700000,"Smead Expanding File Folder (13-Pocket, Letter Size)",110
"2023 09",9,1291.710000,"Chromebook Pixelbook Go",120
"2023 09",9,50.960000,"LTCA Year Up Quarter-Zip Sweatshirt (Maroon)",130
"2023 09",9,7.000000,"LTCA Year Up USB Flash Drive (32GB)",130
"2023 09",9,51.960000,"LTCA Year Up Water Bottle (Stainless Steel)",130
"2023 09",9,244.900000,"Molecular Biology",100
"2023 09",9,20.360000,"Oxford Twin-Pocket Folders (Assorted Colors, Pack of 10)",110
"2023 09",9,26.520000,"LTCA Year Up Soccer Ball (Regulation Size)",130
"2023 09",9,14.000000,"Play-Doh Modeling Compound (Pack of 10)",115
"2023 09",9,17.700000,"You Are a Badass",125
"2023 09",9,75.880000,"Seagate Backup Plus Hub (8TB)",120
"2023 09",9,69.900000,"Corsair K95 RGB Platinum Keyboard",120
"2023 09",9,30.160000,"Belkin BoostCharge 32W USB-C Wall Charger",120
"2023 09",9,10.100000,"LTCA Year Up Coffee Mug (Ceramic, Black)",130
"2023 09",9,28.000000,"Artist Blending Stumps (Pack of 6)",115
"2023 09",9,13.000000,"Kid-Safe Scissors (Set of 2)",115
"2023 09",9,187.250000,"Data Structures and Algorithms",100
"2023 09",9,18.000000,"LTCA Year Up Sticky Notes Set",130
"2023 09",9,50.960000,"Pentel Arts Oil Pastels (Set of 50)",115
"2023 09",9,178.600000,"Calculus I",100
"2023 09",9,12.400000,"Elastic Book Bands (Set of 3)",110
"2023 09",9,31.890000,"Google Pixel USB-C 30W Power Adapter",120
"2023 09",9,4.320000,"Rhodia DotPad No",110
"2023 09",9,9.950000,"Swingline Standard Stapler (Black)",110
"2023 09",9,815.000000,"Microsoft Surface Pro 9",120
"2023 09",9,52.400000,"LTCA Year Up Long-Sleeve Tee (Black)",130
"2023 09",9,10.160000,"Avery Heavy-Duty 3-Ring Binder (2-inch, Black)",110
